Product ID,Listing Price,Sale Price,Discount,Brand,Rating,Reviews
EE8156,5999,3599,40,Adidas CORE / NEO,4.1,96
CL7607,4299,2149,50,Adidas CORE / NEO,3.2,21
CL7385,5599,3359,40,Adidas CORE / NEO,4.5,16
EE9856,6999,4199,40,Adidas CORE / NEO,4.3,81
EE8260,5599,3359,40,Adidas CORE / NEO,4.4,36
EE8448,5599,3359,40,Adidas CORE / NEO,2.8,95
EE8181,6999,4199,40,Adidas CORE / NEO,3.2,28
CK9682,4999,2499,50,Adidas CORE / NEO,3.3,22
CL7377,4999,2999,40,Adidas CORE / NEO,4.5,82
CL7605,4299,2149,50,Adidas CORE / NEO,2.5,7
EE9734,5599,3359,40,Adidas CORE / NEO,4.7,32
EF1053,6999,4199,40,Adidas CORE / NEO,4.2,70
EE7925,6599,3959,40,Adidas CORE / NEO,2.4,22
CL7614,3999,2399,40,Adidas CORE / NEO,2.8,46
EE9847,6999,4199,40,Adidas CORE / NEO,3.5,21
EG3289,3999,3999,0,Adidas CORE / NEO,2.8,34
CL7615,3999,2399,40,Adidas CORE / NEO,4.7,86
CL7276,4999,2499,50,Adidas CORE / NEO,4.9,1
CL7453,5299,3179,40,Adidas CORE / NEO,4,20
CL7329,4799,2879,40,Adidas CORE / NEO,4.2,1
CL7387,5599,3359,40,Adidas CORE / NEO,4.4,25
CM4762,4599,4599,0,Adidas CORE / NEO,2.4,37
CM4984,2499,2499,0,Adidas CORE / NEO,3.7,95
CM4691,3799,3799,0,Adidas CORE / NEO,3.4,53
CM4826,2999,2999,0,Adidas CORE / NEO,4.1,49
CM0015,4999,2499,50,Adidas SPORT PERFORMANCE,4.1,79
EE8603,7999,4799,40,Adidas CORE / NEO,2.9,90
CL7496,4599,2759,40,Adidas CORE / NEO,4.2,84
EE8444,5599,3359,40,Adidas CORE / NEO,3.3,19
CM4827,2999,2999,0,Adidas CORE / NEO,4.3,40
CM0014,4999,2499,50,Adidas SPORT PERFORMANCE,4.5,0
CM4737,3599,3599,0,Adidas CORE / NEO,2.5,4
EF0440,5599,3359,40,Adidas CORE / NEO,3.7,63
EE9748,5999,3599,40,Adidas CORE / NEO,3.9,43
EG4223,4999,4999,0,Adidas CORE / NEO,3.1,21
CM0013,4999,2499,50,Adidas SPORT PERFORMANCE,3.9,35
B44880,6999,4199,40,Adidas CORE / NEO,2.7,23
F34876,6999,4199,40,Adidas CORE / NEO,1,40
EE8836,7999,7999,0,Adidas ORIGINALS,0,14
EF0523,5599,3359,40,Adidas CORE / NEO,2,95
EH1858,4999,4999,0,Adidas CORE / NEO,3.6,20
EG3821,5599,5599,0,Adidas CORE / NEO,3.5,21
EF4458,7599,7599,0,Adidas ORIGINALS,3.2,88
EG3291,3999,3999,0,Adidas CORE / NEO,4.3,82
EF5928,7599,7599,0,Adidas ORIGINALS,2.2,99
EH1859,4999,4999,0,Adidas CORE / NEO,4.1,53
CM4828,2999,2999,0,Adidas CORE / NEO,4.7,15
EG3295,3999,3999,0,Adidas CORE / NEO,3.4,35
CM4985,2499,2499,0,Adidas CORE / NEO,2.8,57
CM4964,3299,3299,0,Adidas CORE / NEO,2.8,8
